TeamId,TeamName,SubmissionDate,Score
6853844,"Ludovic CHANGEON","2021-07-27 07:11:26",0.615
7130315,"[Deleted] 48055be8-e3e0-4fca-8613-0de36e080431","2021-07-26 13:01:06",0.615
7011239,"Alexis Gassmann","2021-08-09 14:56:16",0.614
6909972,"Nat Bel ML Fun","2021-08-09 20:31:42",0.614
6989037,ywakizaka,"2021-08-09 19:15:13",0.614
6901295,"Highly Undetectable","2021-08-09 21:19:24",0.614
7078747,"Nick Sergievskiy","2021-08-07 12:41:26",0.614
6926092,"isaac in","2021-08-09 18:16:26",0.614
6958480,"Ray Melius","2021-08-09 11:19:09",0.614
6979086,"Stepan Martyanov","2021-08-09 10:57:37",0.614
6910966,Gena,"2021-08-09 08:32:08",0.614
6910287,"Naresh bhat","2021-08-09 11:31:26",0.614
6834449,rohikiyudau,"2021-08-09 12:33:49",0.614
6866891,"🥇Urvish Bhaliya🏆","2021-08-09 13:16:48",0.614
7159696,"COVID-19 🔒","2021-08-09 13:16:09",0.614
6816167,"Narendra Modi","2021-08-09 13:20:21",0.614
7159454,projectcolab09,"2021-08-09 11:59:41",0.614
7163158,"Andrey Shtrauss","2021-08-09 17:14:16",0.614
7033462,"Wenjun Lin","2021-08-09 17:07:15",0.614
7038754,DeeperNet,"2021-08-09 14:07:03",0.614
6974936,"Yenhenij Pаrchevskij","2021-08-09 14:27:40",0.614
7094532,"Anand Sunderrajan","2021-08-09 16:49:25",0.614
6816188,Daxit7122,"2021-08-09 17:20:18",0.614
6835749,Detector,"2021-08-09 18:14:30",0.614
7171708,"QINGYANG LU","2021-08-09 19:03:00",0.614
6823494,"Möbius ","2021-08-09 19:11:08",0.614
6816166,"Nisarg Jagani","2021-08-09 19:57:57",0.614
6816211,"Roamil Kachchhi","2021-08-09 20:15:15",0.614
7116918,"Mr ma","2021-08-07 03:38:03",0.614
6907167,Team_UMBC,"2021-08-09 21:06:04",0.614
6855072,"Rahul Gandhi","2021-08-09 17:19:26",0.614
6845796,AnkitRai2203,"2021-08-09 06:43:14",0.614
7171569,svm-17,"2021-08-09 13:55:15",0.614
7022752,Rajat,"2021-08-09 08:14:19",0.614
6945971,dacadas8,"2021-08-09 12:13:31",0.614
7018381,"Rajat Gupta","2021-08-09 13:12:28",0.614
7045539,"Akihiro Katsura","2021-08-09 19:30:45",0.614
6817610,"Gabriel Preda","2021-08-09 19:09:05",0.614
6925642,"Victor Fernandez Albor","2021-08-09 19:44:49",0.614
6818527,"Naruhiko Nakanishi","2021-08-09 08:51:34",0.614
7019796,werecov,"2021-08-09 13:40:00",0.614
7055778,linhemin,"2021-08-09 12:26:21",0.614
6938990,ROAMIL1810,"2021-08-09 17:10:43",0.614
6921826,"kapil katrodiya","2021-08-09 10:02:38",0.614
6881303,"G@me Changer","2021-08-08 10:49:28",0.614
6838612,"Niranjan Nakkala","2021-08-08 11:14:12",0.614
6982755,"Anurag Trivedi","2021-08-08 11:14:28",0.614
6817684,"Ammar Alhaj Ali","2021-08-09 10:54:02",0.614
7012003,Jorr,"2021-08-08 12:54:13",0.614
6907150,amirreza_sara,"2021-08-08 13:51:44",0.614
6815181,"Bo Peng","2021-08-08 19:17:36",0.614
6916827,nuranura,"2021-08-09 20:40:28",0.614
7028401,"Masoud Farivar","2021-08-09 11:06:24",0.614
6837473,"Mark Conway","2021-08-08 23:56:09",0.614
6858398,"[Deleted] 3d97d7d0-66cb-4f1c-a647-ae7feb73d0ed","2021-08-09 16:14:24",0.614
6844138,tkyg,"2021-08-09 03:20:03",0.614
6960840,sek788432,"2021-08-09 03:37:08",0.614
6843034,mlslayer,"2021-08-09 18:47:46",0.614
7163176,d0rj_,"2021-08-09 12:11:21",0.614
6818834,"Wonjun Park🏆","2021-08-09 12:55:11",0.614
6920939,SHARKLOVEDA,"2021-08-09 05:52:56",0.614
6874906,BONC_ISee,"2021-08-09 06:08:42",0.614
6816198,kapilkks,"2021-08-09 13:15:55",0.614
7102950,masoud.rezaei@tecvico,"2021-08-09 13:28:35",0.614
6818932,Ashutosh,"2021-08-09 11:12:19",0.614
7002428,UCSD_TripleC,"2021-08-09 14:04:06",0.614
7074529,"Pavel Shunkevich","2021-08-09 16:24:09",0.614
6889240,omarsamir,"2021-08-09 20:15:56",0.614
7174892,"Justin ","2021-08-09 08:02:42",0.614
6924245,fukmats,"2021-08-09 09:46:14",0.614
6823906,AndNov,"2021-08-09 10:50:26",0.614
7056702,"Eiji Hirokawa","2021-08-09 11:18:40",0.614
7005805,mxy8086,"2021-08-09 14:28:27",0.614
6937209,ZhexinJiang,"2021-08-09 16:06:24",0.614
6847579,"Dmitry Kozlov","2021-08-09 19:30:29",0.614
7107243,"Xin Sui","2021-08-09 20:27:50",0.614
6898477,kojimar,"2021-08-07 10:16:35",0.614
6857522,"Andy Jian Zhou","2021-08-07 10:52:49",0.614
6878838,xuxu_sky,"2021-08-09 05:02:20",0.614
7008420,"Hitesh kumar ","2021-08-09 17:13:09",0.614
6830477,"Old Monk","2021-08-07 17:09:30",0.614
6908395,shogo_asa,"2021-08-09 04:15:35",0.614
6829285,"Van-Tien Pham","2021-08-09 14:46:09",0.614
6816408,"Kamal Das","2021-08-09 15:37:19",0.614
6870766,Izotov,"2021-08-09 13:01:09",0.614
6920067,"Jaskirat Singh","2021-08-07 19:16:45",0.614
7179381,iWasOmen,"2021-08-09 21:19:37",0.614
6825377,Al,"2021-08-08 14:14:24",0.614
6892675,rähmä.ai,"2021-08-09 17:14:10",0.614
6905461,AIYUN,"2021-08-09 21:09:40",0.614
7033270,AkiraIshikawa,"2021-08-09 14:44:03",0.614
7037698,deep-hackernn,"2021-08-09 11:10:25",0.614
6971743,jiayu,"2021-08-09 15:37:02",0.614
7009213,"Hossein Masoumi Karakani","2021-08-08 10:33:52",0.614
6941769,DanTe,"2021-08-08 20:13:35",0.614
6920572,authman,"2021-08-09 20:52:19",0.614
6816151,"Laxmikant Nishad","2021-08-08 05:14:46",0.614
6843569,"Riku Suzuki","2021-08-09 14:50:59",0.614
6828040,"laxman kusuma","2021-08-08 15:02:48",0.614
6851953,Satoshi_SsSs,"2021-08-09 19:37:22",0.614
7176670,Stayhungry,"2021-08-08 17:06:56",0.614
7169306,"Bala Vashan","2021-08-08 17:47:16",0.614
6996009,"Moinak Bhattacharya","2021-08-09 16:40:48",0.614
6832665,maze508,"2021-08-09 04:14:12",0.614
6949780,Anshul_Anamika_Affine,"2021-08-09 07:11:38",0.614
6862666,BTR,"2021-08-09 07:59:29",0.614
6895891,"haki namz","2021-08-09 13:13:32",0.614
6816164,"Rishi Patel","2021-08-09 16:38:56",0.614
6971982,小金毛,"2021-08-09 05:05:59",0.614
7176523,tefuxu,"2021-08-09 05:35:39",0.614
7136064,"Nguyễn Hoàng Hiệp","2021-08-09 05:59:49",0.614
7037767,aiHbbL,"2021-08-09 06:37:35",0.614
7125034,_whitecat_22,"2021-08-09 07:01:16",0.614
6874400,"tensor choko","2021-08-09 07:16:11",0.614
6816183,"Vidhen Chauhan","2021-08-09 08:08:16",0.614
6934260,HOKAGE,"2021-08-09 08:19:10",0.614
6869222,"Radmir Zosimov","2021-08-09 08:38:13",0.614
6869898,"Sergey Zhitansky","2021-08-09 09:28:59",0.614
6907767,"harshit jain","2021-08-09 10:51:16",0.614
6906659,"Nishanth Addagatla","2021-08-09 10:53:09",0.614
7013516,Lotes,"2021-08-09 12:02:19",0.614
6816278,CovidFighters,"2021-08-09 12:09:14",0.614
6939573,AL,"2021-08-09 14:33:19",0.614
6822931,TeamMed,"2021-08-09 13:46:32",0.614
6869386,($$$$$$$),"2021-08-09 14:58:52",0.614
7081570,leesuaa,"2021-08-09 16:05:17",0.614
6868899,kuwano,"2021-08-09 16:38:39",0.614
6820794,DanceRhythm,"2021-08-09 16:47:20",0.614
6914845,Andrij,"2021-08-09 17:07:45",0.614
6819237,AcidNets,"2021-08-09 17:31:52",0.614
6954751,"Frank Pang","2021-08-09 17:35:26",0.614
6912737,Swikwislkdj,"2021-08-09 18:37:59",0.614
6877639,"Mehul Sampat","2021-08-09 20:21:52",0.614
6871825,"Фанаты Влада Офицерова","2021-08-09 21:09:23",0.614
7161743,IonDrive,"2021-08-09 18:48:48",0.614
6824268,Tanrei(nama),"2021-07-15 01:48:49",0.614
6900134,"Harijs Ceriņš","2021-08-09 12:19:58",0.614
6822440,THUNDERBIRDS,"2021-08-09 15:22:11",0.614
6877629,SH.S.A,"2021-08-07 16:05:19",0.613
6873979,Tsubasa,"2021-08-09 11:12:16",0.613
6822382,"Good At Curve Fitting","2021-08-09 20:07:24",0.613
7105653,ioe5,"2021-08-09 12:21:39",0.613
6815558,KhanhVD,"2021-08-09 15:24:22",0.613
6823236,"Sunny Mulchandani","2021-08-09 18:51:47",0.613
6837125,"Hungary for Z","2021-08-09 11:05:21",0.613
6829757,Nin7a1,"2021-08-08 02:37:27",0.613
6879134,ynhuhu,"2021-07-28 04:15:02",0.613
6995915,zigo,"2021-08-09 14:19:22",0.613
6985669,"Azamat Sabyrbayev","2021-08-09 04:50:14",0.613
7006322,Ossinerd,"2021-08-09 01:24:18",0.613
6843846,Mike_hata,"2021-08-09 19:02:33",0.613
6815997,YYama,"2021-07-01 13:05:33",0.613
7003820,Xavier,"2021-08-02 13:22:46",0.613
6871864,"ankit maurya","2021-08-09 16:42:51",0.613
7133379,UIT-E10.3,"2021-08-07 09:45:05",0.613
6893184,"Jay Bhakhar","2021-08-07 11:14:35",0.613
6983026,rajeshtamada,"2021-08-08 12:38:25",0.613
6854306,JIAZHEN1496,"2021-08-07 12:19:37",0.613
6826671,vandy,"2021-08-07 14:06:36",0.613
6818589,validmodel,"2021-08-07 15:26:49",0.613
6935427,"Krish Yadav","2021-08-07 15:45:56",0.613
6818232,"Weiming Lin","2021-08-07 18:17:50",0.613
6828293,MVS.MANOJ,"2021-08-08 04:04:17",0.613
6822067,"Paul Tan","2021-08-08 17:51:34",0.613
6821753,"Faisal Alsrheed","2021-08-08 16:21:56",0.613
6990464,"My name is JeFFF","2021-08-07 21:33:19",0.613
7164598,YuxiangGreysonZhou,"2021-08-04 21:00:51",0.613
6829124,ChoiDuLee,"2021-08-09 19:48:29",0.612
7126071,RL_algos,"2021-08-09 18:28:14",0.612
6914875,"Vishal Grover","2021-08-08 05:22:13",0.612
6830736,Titans,"2021-07-31 16:16:41",0.612
6913052,gouda,"2021-08-03 07:41:33",0.612
6932613,"Duong Anh Kiet","2021-08-08 21:11:00",0.612
6923418,oliver,"2021-07-25 18:08:31",0.612
7136791,LAZCoder,"2021-07-23 18:05:51",0.612
6829844,"Maksim Kleshchenok","2021-08-04 06:53:03",0.612
6817115,"Ansh Gupta","2021-07-24 12:44:15",0.612
6818478,"David Roberts","2021-08-03 03:13:04",0.612
6829608,cava,"2021-07-27 09:34:20",0.612
6859270,cyberia,"2021-07-27 07:23:26",0.612
6889753,"Safta Taofik","2021-07-25 07:01:30",0.612
6816627,"Mathurin Aché","2021-07-24 20:34:02",0.612
7140932,"Arya Manjaramkar","2021-07-24 22:59:33",0.612
6823325,kickback,"2021-08-04 05:09:12",0.612
6904448,"zhuwang lju","2021-07-26 12:53:41",0.612
6855039,shpq,"2021-07-25 08:30:25",0.612
7081194,"Santiago Mota","2021-07-25 09:53:48",0.612
6884708,"Shiny Go","2021-07-25 10:50:21",0.612
6855697,"ADITI MAURYA","2021-07-25 11:19:25",0.612
7067767,"Random Variable","2021-08-01 14:48:42",0.612
6930762,"PC Jimmmy","2021-07-25 13:23:26",0.612
6817417,"Dr. Amrit","2021-07-27 16:22:01",0.612
6835202,Elga,"2021-07-25 15:24:57",0.612
6989666,LingQingyu,"2021-07-25 15:47:36",0.612
7015188,Jesuz19,"2021-07-25 21:09:33",0.612
6818267,"Koorosh Aslansefat","2021-08-02 12:19:50",0.612
7035818,MasatoKawakami,"2021-07-25 23:43:18",0.612
6924410,"Inpyo Hong","2021-07-26 00:42:18",0.612
7145886,"Robert Russell","2021-07-31 12:13:31",0.612
6866892,Debye.Ai,"2021-07-26 18:43:44",0.612
6997606,"Lin Jerry2392","2021-08-05 13:04:25",0.612
6995462,"Daniel Gummadi","2021-07-28 10:40:54",0.612
6832349,jeolo,"2021-07-28 06:39:59",0.612
6928137,JVM,"2021-08-09 07:40:41",0.612
7142109,yuyuponponzu,"2021-08-09 16:34:04",0.612
6821449,"Binh Nguyen","2021-07-28 15:12:18",0.612
6827963,navneeth,"2021-07-29 15:55:32",0.612
6949163,"guo li0366","2021-07-29 00:40:52",0.612
6843462,kuroko1t,"2021-07-29 04:36:29",0.612
6822973,"Anti-cheat 55Kai","2021-07-29 10:17:08",0.612
7160051,"Team Name","2021-07-29 12:15:05",0.612
6897163,"Akhil Nasser","2021-07-29 13:40:14",0.612
7157029,KONOY,"2021-07-29 15:36:07",0.612
7162470,"Peter CXL","2021-07-30 01:24:55",0.612
6836826,"Ralph Neumann","2021-07-30 07:30:15",0.612
6873875,nnnnnnn1,"2021-08-09 02:53:20",0.612
7007681,"Corca AI","2021-07-31 14:39:02",0.612
6843175,"Chia-Ta Tsai","2021-07-30 12:33:46",0.612
7166101,Dromosys,"2021-08-05 02:32:09",0.612
6838324,"[Deleted] c6cbf201-927e-40ad-bbf7-61873cff2a31","2021-07-31 01:41:55",0.612
6852366,BlackPink,"2021-07-31 05:54:13",0.612
6817681,"Hongnan Gao","2021-08-09 10:43:33",0.612
6861629,致Great,"2021-07-31 08:03:03",0.612
6879677,LAUTMAN,"2021-08-01 13:18:10",0.612
6857740,"Akira Hirohashi","2021-07-31 12:13:36",0.612
7168295,realcy,"2021-07-31 16:00:49",0.612
6880609,"Steve Roberts","2021-08-03 17:04:58",0.612
6824108,shoku-pan,"2021-08-01 00:42:42",0.612
7165610,brassmonkey,"2021-08-01 02:10:57",0.612
7164989,scsun123,"2021-08-01 04:42:33",0.612
6916499,"Satya Prakash","2021-08-02 02:29:09",0.612
6818465,zlannn,"2021-08-01 11:45:42",0.612
7169957,"Amit Hasan Shuvo","2021-08-01 15:06:42",0.612
6884117,GuruGuru,"2021-08-07 04:54:11",0.612
7173040,"Truoc Pham","2021-08-01 17:08:24",0.612
6922486,paulxiong,"2021-08-01 19:49:47",0.612
6972857,AU12,"2021-08-02 06:53:56",0.612
6873342,Kyaw,"2021-08-02 11:54:55",0.612
6907901,DmitryBeresnev,"2021-08-02 13:57:22",0.612
7037171,GraphCovid,"2021-08-02 14:20:18",0.612
7002782,Sugar0,"2021-08-03 00:59:43",0.612
6961646,snisherator,"2021-08-07 07:00:34",0.612
7177358,Javu,"2021-08-05 07:57:05",0.612
7128077,"Iwa Iwa","2021-08-03 16:17:53",0.612
7047857,"Yueqi Qian","2021-08-04 10:21:10",0.612
7045906,"S Sai Suryateja","2021-08-04 14:18:39",0.612
6840586,"Nguyen Cao Duy ","2021-08-04 14:43:31",0.612
6887331,TY.Yang,"2021-08-04 15:01:55",0.612
6916787,"Lawrence Chernin","2021-08-04 23:20:51",0.612
6825899,"Masahiro Yamada","2021-08-05 01:47:27",0.612
6845217,"Choi Yeonung","2021-08-09 10:02:19",0.612
6905342,Roman,"2021-08-05 10:39:34",0.612
6907251,"adrian mrozo","2021-08-09 20:41:00",0.612
6854888,"Ns team","2021-08-09 06:55:38",0.612
6910146,0x0x,"2021-08-09 13:40:40",0.612
6817939,"Phantom Ghost","2021-08-05 18:02:47",0.612
6878409,"Sidney Ng","2021-08-06 02:36:49",0.612
6825893,kiyomomo,"2021-08-06 13:40:11",0.612
7124098,"Preeti Rana","2021-08-06 09:03:42",0.612
6842056,"dragon zhang","2021-08-06 11:45:26",0.612
7088597,"Dianwen (David) Zhao","2021-08-06 12:01:24",0.612
6815375,"Paulo Pinto","2021-08-06 12:32:10",0.612
6827287,"[Deleted] bdb7addd-709f-4c0e-ade6-a5ffc1c9dc4c","2021-08-06 15:52:39",0.612
7010238,"Mike Kim","2021-08-09 15:48:25",0.612
6871910,"soham mukherjee","2021-08-06 16:45:33",0.612
7157549,alijs,"2021-08-06 17:54:12",0.612
6846908,rc95401,"2021-08-06 19:15:46",0.612
7092430,andrekos,"2021-08-06 22:09:55",0.612
6868170,哟哟切克闹,"2021-08-07 08:34:12",0.612
6835421,dashendaiwo,"2021-08-07 12:42:35",0.612
6901060,teehoong,"2021-08-09 12:13:45",0.612
6890603,"Adygzhy Ondar","2021-08-08 11:07:07",0.612
6815321,ryo0529,"2021-08-08 13:09:16",0.612
6844231,"Team Bubblegum","2021-08-08 13:18:38",0.612
6852318,LauHowe,"2021-08-08 15:16:55",0.612
6914054,rw-nue,"2021-08-08 16:10:04",0.612
6825469,"SeshuRajuP 🧘‍♂️","2021-08-09 00:30:04",0.612
6956410,Fisheryjn,"2021-08-09 05:00:00",0.612
7023015,SueCX9,"2021-08-09 13:55:27",0.612
